Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
Love,The Red Telephone,46.00,0.47,0.26,7.00,-19.48,1.00,0.03,0.58,0.01,0.11,0.09,110.63,284320.00,4.00,10.00
Harmony Byrne,Sweeter Than Sugar,25.00,0.50,0.82,0.00,-4.63,1.00,0.03,0.01,0.01,0.09,0.34,92.01,221880.00,4.00,1.00
Kenny Wayne Shepherd,Diamonds & Gold - Live,33.00,0.34,0.83,1.00,-6.80,1.00,0.03,0.01,0.01,0.77,0.68,93.14,387347.00,4.00,2.00
DREAMERS,Palm Reader,60.00,0.81,0.77,9.00,-3.92,0.00,0.03,0.01,0.01,0.06,0.91,106.00,180667.00,4.00,10.00
The Libertines,Time For Heroes,56.00,0.34,0.93,2.00,-4.16,1.00,0.06,0.01,0.01,0.01,0.71,152.40,160280.00,4.00,10.00
Bruno Mars,Marry You,75.00,0.62,0.83,10.00,-4.85,1.00,0.04,0.33,0.01,0.10,0.48,144.93,230120.00,4.00,9.00
Sister,Scream for Pleasure,32.00,0.44,0.96,8.00,-4.63,1.00,0.07,0.01,0.18,0.03,0.66,169.96,232431.00,4.00,10.00
In Flames,Cloud Connected,58.00,0.48,0.91,0.00,-5.47,0.00,0.05,0.01,0.86,0.09,0.31,95.08,220707.00,4.00,8.00
Elvis Presley,Don't Be Cruel,60.00,0.70,0.55,2.00,-11.50,1.00,0.18,0.86,0.01,0.09,0.84,84.80,2.05,4.00,10.00
Ramones,Sheena Is a Punk Rocker - 2001 Remaster,17.00,0.53,0.87,0.00,-6.01,1.00,0.03,0.21,0.01,0.09,0.79,176.27,167840.00,4.00,1.00
Kylesimps,S.I.M.P,65.00,0.63,0.71,5.00,-10.22,0.00,0.19,0.61,0.01,0.19,0.60,160.51,131944.00,4.00,6.00
John Legend,All of Me,86.00,0.42,0.26,8.00,-7.06,1.00,0.03,0.92,0.01,0.13,0.33,119.93,269560.00,4.00,9.00
Windows 96,Glass Prism,37.00,0.65,0.76,10.00,-9.21,1.00,0.09,0.05,0.92,0.49,0.18,133.95,210896.00,4.00,6.00
Harakiri for the Sky,And Oceans Between Us,33.00,0.35,0.97,5.00,-6.30,0.00,0.07,0.01,0.92,0.40,0.39,155.02,537203.00,4.00,8.00
"Hank Williams, Jr.",All My Rowdy Friends (Have Settled Down),54.00,0.71,0.54,0.00,-10.32,1.00,0.03,0.23,0.01,0.28,0.81,127.00,4.01,4.00,4.00
Destiny's Child,"Bills, Bills, Bills",82.00,0.85,0.58,11.00,-5.15,0.00,0.15,0.14,0.01,0.08,0.46,127.64,4.27,4.00,9.00
Microwave,Mirrors,32.00,0.25,0.98,5.00,-7.21,0.00,0.12,0.01,0.28,0.60,0.07,80.95,177046.00,4.00,10.00
easy life,have a great day,53.00,0.78,0.57,5.00,-5.97,0.00,0.04,0.43,0.01,0.15,0.43,102.90,202090.00,4.00,6.00
Asking Alexandria,The Violence,60.00,0.65,0.85,8.00,-4.22,0.00,0.07,0.01,0.01,0.63,0.33,129.92,208396.00,4.00,10.00
George Bar,◊ï◊ï◊ê◊ú◊ô,19.00,0.65,0.87,0.00,-6.92,0.00,0.04,0.25,0.01,0.04,0.98,164.91,276133.00,4.00,9.00
Stone Temple Pilots,Perdida,40.00,0.41,0.31,4.00,-11.54,0.00,0.03,0.94,0.02,0.10,0.11,128.24,209213.00,3.00,10.00
Cedric Burnside,The Other Side (feat. J.R. & the Allnighters),29.00,0.74,0.22,7.00,-13.65,0.00,0.12,0.95,0.01,0.11,0.49,143.70,192348.00,4.00,2.00
The Backyard,◊î◊§◊°◊ô◊ß◊ï ◊ê◊™ ◊î◊û◊ï◊ñ◊ô◊ß◊î,35.00,0.76,0.75,6.00,-5.73,0.00,0.09,0.20,0.01,0.24,0.85,91.96,232764.00,4.00,6.00
Harrison Storm,Breathe Again - Acoustic,53.00,0.65,0.43,10.00,-7.83,0.00,0.04,0.63,0.01,0.15,0.18,123.03,3.31,4.00,11.00
"Doja Cat, SZA",Kiss Me More (feat. SZA),95.00,0.76,0.70,8.00,-3.54,1.00,0.03,0.24,0.01,0.12,0.74,110.97,3.48,4.00,9.00
Of Monsters and Men,Visitor,58.00,0.57,0.87,7.00,-4.59,0.00,0.03,0.01,0.01,0.12,0.48,82.00,207227.00,4.00,6.00
"Asha Bhosle, Mohammed Rafi","Uden Jab Jab Zulfen Teri, Pt. 1",18.00,0.56,0.55,6.00,-10.31,1.00,0.07,0.75,0.86,0.09,0.91,137.15,4.95,4.00,3.00
Touch√© Amor√©,Lament,42.00,0.31,0.92,10.00,-7.46,0.00,0.15,0.01,0.01,0.10,0.36,167.08,200872.00,4.00,10.00
Plastic Bertrand,√áa Plane Pour Moi,61.00,0.42,0.94,10.00,-4.37,1.00,0.10,0.07,0.01,0.11,0.85,165.76,182133.00,4.00,6.00
Dinosaur Jr.,Start Choppin',53.00,0.37,0.76,2.00,-7.57,1.00,0.10,0.01,0.01,0.06,0.57,111.81,340187.00,4.00,10.00
Bring Me The Horizon,Throne,73.00,0.43,0.89,0.00,-3.72,0.00,0.10,0.01,0.01,0.31,0.39,144.11,191520.00,4.00,10.00
Martha and the Muffins,Echo Beach,58.00,0.54,0.75,7.00,-9.41,1.00,0.05,0.13,0.01,0.10,0.83,163.81,219867.00,4.00,1.00
Greta Van Fleet,Safari Song,65.00,0.36,0.93,2.00,-4.02,1.00,0.05,0.16,0.01,0.32,0.68,175.87,234600.00,4.00,10.00
The Kooks,Always Where I Need To Be,58.00,0.33,0.96,11.00,-4.63,1.00,0.07,0.01,0.01,0.32,0.88,168.36,161720.00,4.00,10.00
Cut Copy,Hearts On Fire - Calvin Harris Remix,18.00,0.78,0.82,1.00,-6.10,1.00,0.05,0.01,0.50,0.06,0.24,129.02,339213.00,4.00,1.00
The Beatles,I Will - Remastered 2009,63.00,0.63,0.39,5.00,-11.53,1.00,0.03,0.74,0.01,0.08,0.83,103.11,105933.00,4.00,10.00
Au√∞n,Ver√∞ur von a√∞ br√°√∞,22.00,0.24,0.88,4.00,-6.49,0.00,0.09,0.01,0.09,0.19,0.11,85.62,350027.00,4.00,8.00
Tony Spinner,Walkin' The Dawg,40.00,0.63,0.92,1.00,-4.45,1.00,0.05,0.01,0.01,0.03,0.85,87.38,224640.00,4.00,2.00
Ohhms,Alive! - Radio Edit,12.00,0.19,0.78,11.00,-5.27,0.00,0.05,0.01,0.90,0.17,0.29,139.91,312617.00,4.00,8.00
Tuff Crew,My Part of Town,34.00,0.94,0.81,6.00,-9.58,0.00,0.33,0.18,0.01,0.47,0.83,113.99,271333.00,4.00,5.00
Code Orange,Forever,44.00,0.31,0.88,7.00,-4.21,1.00,0.09,0.01,0.77,0.19,0.43,81.19,187947.00,4.00,8.00
36 Crazyfists,Renegades,39.00,0.51,0.96,0.00,-2.49,0.00,0.22,0.01,0.31,0.21,0.32,90.09,208907.00,4.00,8.00
Backstreet Boys,Panic,31.00,0.57,0.87,9.00,-3.31,0.00,0.04,0.03,0.01,0.33,0.80,76.00,2.88,4.00,9.00
Fred again..,Chika (Scared),50.00,0.69,0.41,6.00,-11.68,1.00,0.15,0.55,0.01,0.12,0.18,119.97,168245.00,4.00,6.00
Bloomsday,Samantha Crain,19.00,0.46,0.53,8.00,-6.57,1.00,0.03,0.29,0.01,0.11,0.08,119.92,3.32,4.00,11.00
TT Grace,Baby Come Back,42.00,0.40,0.91,9.00,-4.91,1.00,0.06,0.01,0.60,0.18,0.69,179.70,201667.00,4.00,10.00
Lonely The Brave,Bound,39.00,0.36,0.78,2.00,-5.24,1.00,0.04,0.01,0.01,0.18,0.31,157.15,213125.00,3.00,10.00
Westlife,Uptown Girl - Radio Edit,0.00,0.65,0.90,6.00,-5.81,0.00,0.03,0.01,0.01,0.52,0.89,129.00,3.10,4.00,9.00
Oli Bloom,Sancy,47.00,0.62,0.09,2.00,-17.01,1.00,0.06,0.99,0.91,0.11,0.24,87.85,2.39,4.00,7.00
Outloved,It's All Hate,0.00,0.47,0.90,0.00,-3.88,0.00,0.04,0.01,0.01,0.11,0.27,171.94,208657.00,4.00,8.00
Adi Ulmansky,◊ê◊ô◊ö ◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ô,23.00,0.69,0.52,4.00,-7.80,0.00,0.04,0.76,0.01,0.17,0.40,114.89,201391.00,4.00,9.00
Sui Uzi,Your Secrets,35.00,0.76,0.90,5.00,-7.80,0.00,0.05,0.01,0.01,0.22,0.67,134.08,240527.00,4.00,6.00
Crystal Castles,Crimewave,67.00,0.75,0.69,4.00,-7.53,0.00,0.04,0.18,0.03,0.21,0.89,119.98,258453.00,4.00,6.00
Shlomo Artzi,◊î◊ê◊ô◊© ◊î◊î◊ï◊ê,29.00,0.41,0.37,0.00,-13.74,1.00,0.04,0.75,0.01,0.32,0.58,139.82,290000.00,4.00,10.00
M.A.G.S.,Sunrise,37.00,0.65,0.84,4.00,-8.69,1.00,0.03,0.21,0.46,0.16,0.77,103.05,135728.00,4.00,1.00
Stephen Oaks,Es Amor (What Is Love) (feat. Nicky Jam & Emy Perez),46.00,0.73,0.92,6.00,-3.70,0.00,0.11,0.09,0.01,0.28,0.44,108.98,185947.00,4.00,9.00
Katori Walker,INDEPENDENT,43.00,0.70,0.70,10.00,-6.26,1.00,0.29,0.46,0.01,0.23,0.40,150.19,153652.00,4.00,5.00
Khalid,Free Spirit,74.00,0.63,0.45,2.00,-9.48,0.00,0.03,0.31,0.01,0.11,0.11,139.99,182080.00,4.00,9.00
Devil Electric,All My Friends Move Like The Night,33.00,0.42,0.89,0.00,-3.60,1.00,0.03,0.01,0.01,0.09,0.55,113.65,173808.00,4.00,8.00
Def Leppard,Pour Some Sugar On Me - Remastered 2017,74.00,0.27,0.95,1.00,-4.90,0.00,0.10,0.01,0.01,0.28,0.57,84.99,267307.00,4.00,10.00
Grouplove,Deadline,56.00,0.63,0.94,11.00,-5.56,0.00,0.29,0.15,0.01,0.62,0.59,158.01,218680.00,4.00,10.00
Perila,Fallin Into Space,12.00,0.50,0.26,0.00,-17.57,1.00,0.06,0.81,0.89,0.11,0.03,114.63,298909.00,4.00,6.00
Kree Harrison,That's How Hearts Get Broken,39.00,0.71,0.51,2.00,-5.98,1.00,0.02,0.15,0.01,0.36,0.67,108.88,221840.00,4.00,1.00
Divitius,Lucid - Instrumental,35.00,0.39,0.98,5.00,-4.26,0.00,0.15,0.01,0.57,0.15,0.10,149.92,270400.00,4.00,8.00
The Who,I Can't Explain - Mono Version,52.00,0.57,0.69,9.00,-4.96,1.00,0.06,0.05,0.01,0.07,0.86,138.84,125320.00,4.00,1.00
Eyal Golan,◊õ◊û◊ï ◊ë◊°◊§◊®◊ô◊ù ◊î◊î◊ù,28.00,0.53,0.54,10.00,-5.05,1.00,0.03,0.29,0.01,0.25,0.34,189.84,210275.00,3.00,9.00
The Cadets,I Want You,34.00,0.73,0.45,3.00,-8.01,1.00,0.13,0.70,0.01,0.14,0.92,154.44,169250.00,4.00,2.00
Moshe Peretz,◊õ◊û◊ï ◊û◊ú◊ö,23.00,0.64,0.96,5.00,-1.27,0.00,0.06,0.09,0.01,0.35,0.59,127.97,234560.00,4.00,9.00
Arlo McKinley,Die Midwestern,45.00,0.48,0.66,9.00,-5.58,1.00,0.03,0.04,0.01,0.33,0.55,109.02,249280.00,4.00,1.00
The Teskey Brothers,So Caught Up,51.00,0.74,0.69,4.00,-6.56,0.00,0.03,0.29,0.01,0.31,0.90,99.05,228553.00,4.00,9.00
Ethan Gruska,Maybe I'll Go Nowhere,48.00,0.56,0.29,1.00,-17.42,1.00,0.07,0.86,0.12,0.09,0.45,160.91,243987.00,4.00,6.00
Twisted Sister,We're Not Gonna Take It,0.00,0.31,0.93,8.00,-6.60,1.00,0.13,0.01,0.01,0.38,0.57,167.72,208994.00,4.00,9.00
Hinds,Good Bad Times,45.00,0.65,0.67,0.00,-3.48,1.00,0.03,0.04,0.01,0.65,0.87,109.99,198547.00,4.00,6.00
Charles Daisey & Friends,I Cover the Waterfront,56.00,0.41,0.10,7.00,-20.82,1.00,0.05,0.98,0.92,0.11,0.31,163.28,2.47,3.00,7.00
Boj,Abracadabra,48.00,0.74,0.70,0.00,-7.10,0.00,0.06,0.06,0.03,0.06,0.96,94.97,195789.00,4.00,9.00
Nikita Stashevskiy,Tenderness,31.00,0.53,0.92,8.00,-3.91,1.00,0.04,0.01,0.88,0.15,0.37,132.96,291333.00,4.00,6.00
Sarit Hadad,◊û◊ô◊©◊î◊ï ◊ô◊ó◊ë◊ß ◊ê◊ï◊™◊ô,22.00,0.52,0.65,3.00,-4.86,0.00,0.04,0.74,0.01,0.13,0.39,122.98,194043.00,4.00,9.00
Russ,Give Up,54.00,0.87,0.46,11.00,-11.29,1.00,0.29,0.34,0.01,0.08,0.47,143.92,153333.00,4.00,5.00
Martin Harley,Roll With the Punches,24.00,0.63,0.47,11.00,-9.97,1.00,0.04,0.45,0.01,0.26,0.91,124.88,191880.00,4.00,2.00
Scarecrow Blues Hip Hop,Code Name Loppsi - My Lowd demo,24.00,0.65,0.71,4.00,-8.13,0.00,0.40,0.14,0.01,0.10,0.76,92.54,253000.00,4.00,2.00
The End of Electronics,Proletarian Gothic,39.00,0.34,0.60,1.00,-14.39,1.00,0.04,0.61,0.83,0.36,0.84,180.10,213333.00,4.00,6.00
Methods of Mayhem,Get Naked,47.00,0.78,0.92,9.00,-4.75,1.00,0.16,0.04,0.01,0.03,0.90,100.01,201667.00,4.00,10.00
Alonso Librado,Volar con el viento,45.00,0.70,0.10,4.00,-17.32,1.00,0.06,0.94,0.92,0.09,0.04,121.39,2.62,3.00,7.00
MAY-A,Apricots,56.00,0.69,0.63,4.00,-5.80,1.00,0.09,0.59,0.01,0.19,0.21,88.06,192715.00,4.00,9.00
The Tracks,Strange Moments,22.00,0.33,0.91,7.00,-5.73,1.00,0.05,0.01,0.01,0.11,0.71,145.15,183560.00,4.00,1.00
Tim Franks Trio,Late Lament,53.00,0.35,0.17,3.00,-19.25,0.00,0.04,0.99,0.92,0.09,0.15,82.51,5.35,3.00,7.00
Luke Jordan,Church Bells Blues,14.00,0.73,0.06,11.00,-19.28,0.00,0.06,1.00,0.68,0.11,0.55,130.18,196653.00,4.00,2.00
ASHES dIVIDE,The Stone,41.00,0.35,0.94,6.00,-5.01,1.00,0.06,0.01,0.25,0.10,0.36,95.07,229080.00,4.00,10.00
Interpol,Slow Hands,55.00,0.25,0.97,11.00,-2.52,0.00,0.05,0.01,0.44,0.36,0.64,141.89,184133.00,4.00,10.00
Muzz,Fade Into You,39.00,0.49,0.36,9.00,-9.27,1.00,0.03,0.53,0.55,0.10,0.17,77.50,284665.00,3.00,6.00
SOAK,Bloodbuzz Ohio,43.00,0.44,0.27,6.00,-8.17,1.00,0.03,0.72,0.01,0.11,0.06,140.08,279968.00,4.00,6.00
Brothers Osborne,Back On The Bottle,0.00,0.55,0.89,4.00,-5.34,1.00,0.07,0.01,0.01,0.36,0.54,100.30,196333.00,4.00,10.00
The Fray,How to Save a Life - Live in NYC - 2009,57.00,0.54,0.29,10.00,-12.18,1.00,0.03,0.78,0.01,0.71,0.20,119.13,290267.00,4.00,10.00
Stone Temple Pilots,Plush - Acoustic,67.00,0.64,0.36,5.00,-11.02,0.00,0.04,0.72,0.01,0.66,0.28,133.38,230293.00,4.00,10.00
"Manuel de Falla, Mischa Maisky, Pavel Gililov",7 Canciones populares españolas - Arranged by Mischa Maisky: No.5: Nana,0.00,0.18,0.01,9.00,-31.30,0.00,0.05,0.99,0.90,0.05,0.05,90.40,3.01,4.00,7.00
TransFixion,Tremolo,8.00,0.55,0.88,7.00,-5.05,1.00,0.03,0.01,0.01,0.10,0.42,100.00,294000.00,4.00,10.00
Kodaline,All I Want,1.00,0.21,0.41,0.00,-9.73,1.00,0.04,0.17,0.15,0.08,0.16,86.26,5.10,3.00,11.00
Shlomo Artzi,◊©◊†◊ô◊ô◊ù,34.00,0.77,0.42,6.00,-6.70,0.00,0.03,0.62,0.01,0.10,0.44,96.02,218707.00,3.00,10.00
The Luka State,[Insert Girls Name Here],23.00,0.30,0.91,3.00,-7.85,0.00,0.13,0.01,0.32,0.16,0.36,169.86,188267.00,4.00,10.00
Red Garland,Back Slidin',31.00,0.57,0.18,5.00,-19.79,0.00,0.05,0.88,0.90,0.13,0.34,119.08,414667.00,4.00,2.00
Dorothy,Who Do You Love,37.00,0.22,0.85,10.00,-3.69,1.00,0.05,0.04,0.01,0.14,0.39,121.95,253613.00,4.00,10.00
Deafheaven,Dream House,45.00,0.10,0.80,7.00,-4.67,1.00,0.08,0.01,0.92,0.38,0.10,82.21,554573.00,4.00,8.00
Elvie Shane,County Roads,51.00,0.66,0.81,8.00,-3.31,1.00,0.05,0.05,0.01,0.39,0.52,116.06,191765.00,4.00,10.00
Accept,Zombie Apocalypse,46.00,0.39,0.98,4.00,-6.01,0.00,0.10,0.01,0.08,0.12,0.21,195.98,335360.00,4.00,8.00
Pink Mario,Eachday,31.00,0.45,0.64,3.00,-7.38,1.00,0.03,0.26,0.09,0.24,0.22,91.06,255147.00,4.00,6.00
Iggy Pop,Lust For Life,67.00,0.38,0.97,9.00,-5.64,1.00,0.04,0.03,0.01,0.09,0.62,101.60,313926.00,4.00,6.00
Black Sabbath,War Pigs,65.00,0.46,0.61,9.00,-12.02,1.00,0.06,0.12,0.01,0.17,0.50,91.50,474400.00,4.00,8.00
Pretty Sick,Bet My Blood,1.00,0.42,0.98,9.00,-4.26,0.00,0.10,0.01,0.01,0.32,0.20,103.22,179785.00,4.00,1.00
J. Cole,a m a r i,86.00,0.73,0.71,4.00,-6.17,0.00,0.19,0.13,0.01,0.62,0.21,65.99,148421.00,4.00,9.00
Alka Yagnik,Kahe Sataye,29.00,0.31,0.06,0.00,-17.09,1.00,0.04,0.97,0.01,0.12,0.18,98.35,2.31,4.00,3.00
Kuttem Reese,All 10 (feat. Chief Keef),46.00,0.81,0.77,11.00,-3.68,1.00,0.31,0.07,0.01,0.22,0.46,147.96,172399.00,4.00,5.00
Fleet Foxes,Sunblind,61.00,0.56,0.69,7.00,-8.48,1.00,0.02,0.31,0.02,0.13,0.47,103.05,253613.00,4.00,6.00
Drown This City,Borderline Existence,38.00,0.39,0.94,1.00,-3.56,1.00,0.09,0.01,0.19,0.27,0.15,155.04,187000.00,4.00,8.00
Thessa,Rigel,34.00,0.23,0.94,1.00,-9.93,1.00,0.07,0.01,0.87,0.12,0.29,114.82,283009.00,4.00,8.00
Melvins,Revolve,52.00,0.45,0.80,2.00,-7.90,1.00,0.03,0.01,0.44,0.17,0.57,97.18,284907.00,4.00,10.00
Nothing But Thieves,Forever & Ever More,55.00,0.29,0.84,8.00,-4.33,1.00,0.15,0.01,0.01,0.27,0.40,183.17,208134.00,3.00,10.00
Mustasch,You Are Killing Me,41.00,0.66,0.84,0.00,-5.19,1.00,0.04,0.01,0.01,0.59,0.33,140.02,232313.00,4.00,8.00
Donald Byrd,Sudwest Funk - Rudy Van Gelder Edition/Digital Remaster/2006,37.00,0.57,0.46,10.00,-7.91,1.00,0.04,0.75,0.01,0.15,0.50,130.21,6.86,4.00,7.00
Nina Simone,Just Like a Woman,50.00,0.46,0.38,6.00,-13.62,1.00,0.03,0.43,0.01,0.20,0.36,78.49,4.83,3.00,11.00
Backyard Babies,Brand New Hate,22.00,0.38,0.96,8.00,-2.86,1.00,0.06,0.01,0.01,0.09,0.70,181.09,179293.00,4.00,8.00
–ó–∞–≥–æ–≤–æ—Ä,–ù–µ –∑–Ω–∞—é,26.00,0.62,0.71,10.00,-10.40,0.00,0.03,0.09,0.63,0.08,0.60,130.00,204000.00,4.00,6.00
Strawberry Alarm Clock,Incense And Peppermints,45.00,0.47,0.74,9.00,-8.92,1.00,0.03,0.06,0.01,0.15,0.75,132.51,169800.00,4.00,10.00
Super Whatevr,dwell on the guilt of saving myself,23.00,0.68,0.84,4.00,-5.92,0.00,0.09,0.02,0.01,0.11,0.67,120.08,173741.00,4.00,10.00
Dennis Lloyd,Like A Stone (feat. Tom Morello) - Recorded at Electric Lady Studios NYC,50.00,0.36,0.21,9.00,-7.62,0.00,0.03,0.76,0.01,0.09,0.18,107.06,259189.00,4.00,10.00
Satyricon,Black Crow on a Tombstone,41.00,0.63,0.91,2.00,-5.20,1.00,0.05,0.01,0.71,0.33,0.32,119.90,230000.00,4.00,8.00
David Bowie,Starman - 2012 Remaster,73.00,0.49,0.45,5.00,-10.30,1.00,0.03,0.17,0.01,0.54,0.55,100.46,254293.00,4.00,10.00
Lenny Kravitz,Let Love Rule,51.00,0.69,0.45,0.00,-12.93,1.00,0.04,0.03,0.26,0.07,0.70,152.81,342160.00,4.00,10.00
Arcade Fire,Rebellion (Lies),65.00,0.40,0.93,8.00,-5.68,1.00,0.03,0.01,0.63,0.32,0.73,127.19,310893.00,4.00,10.00
Eyal Golan,◊û◊õ◊ú ◊î◊õ◊ï◊õ◊ë◊ô◊ù ◊ë◊ú◊ô◊ú◊î,42.00,0.56,0.27,6.00,-7.82,0.00,0.06,0.95,0.01,0.11,0.41,130.63,192036.00,4.00,9.00
Chris Brown,"Go Crazy (Remix) (feat. Young Thug, Future, Lil Durk & Mulatto)",72.00,0.72,0.57,0.00,-9.16,0.00,0.28,0.25,0.01,0.28,0.60,93.80,227234.00,4.00,5.00
Chris Lane,Fill Them Boots,69.00,0.61,0.77,1.00,-5.12,1.00,0.03,0.05,0.01,0.29,0.77,146.10,2.71,4.00,4.00
? & The Mysterians,96 Tears,44.00,0.68,0.50,7.00,-6.89,1.00,0.03,0.06,0.01,0.07,0.84,123.46,177427.00,4.00,6.00
Jason Bieler And The Baron Von Bielski Orchestra,Apology,15.00,0.18,0.92,2.00,-7.32,1.00,0.12,0.01,0.01,0.15,0.25,169.95,287800.00,4.00,8.00
Richie Kotzen,Venom,42.00,0.47,0.89,8.00,-3.63,1.00,0.05,0.01,0.09,0.12,0.47,100.03,236719.00,4.00,2.00
The Faint,The Geeks Were Right,37.00,0.74,0.67,5.00,-6.26,0.00,0.03,0.01,0.01,0.39,0.96,131.01,176240.00,4.00,1.00
Shlomo Artzi,◊ú◊ê ◊î◊§◊°◊ß◊™◊ô ◊ú◊ó◊§◊© ◊ê◊ï◊™◊ö,41.00,0.60,0.67,7.00,-5.32,0.00,0.04,0.18,0.01,0.12,0.44,136.81,238421.00,4.00,9.00
Motenko,The Thief,31.00,0.73,0.60,3.00,-6.79,1.00,0.04,0.28,0.01,0.11,0.75,76.08,276547.00,4.00,9.00
GRiZ,Good Times Roll,49.00,0.68,0.87,1.00,-5.45,1.00,0.13,0.02,0.01,0.97,0.58,100.01,244828.00,4.00,10.00
FEVER 333,SUPREMACY,47.00,0.66,0.77,2.00,-5.75,1.00,0.05,0.42,0.01,0.22,0.72,100.01,174600.00,4.00,10.00
Born Of Osiris,Angel Or Alien,55.00,0.45,0.98,4.00,-4.13,0.00,0.12,0.01,0.01,0.39,0.17,109.06,267649.00,4.00,10.00
CHVRCHES,He Said She Said,56.00,0.57,0.63,7.00,-6.25,1.00,0.03,0.04,0.01,0.11,0.28,126.92,189385.00,4.00,6.00
ITZY,WANNABE,77.00,0.81,0.91,6.00,-4.41,0.00,0.06,0.01,0.01,0.18,0.64,122.04,191242.00,4.00,9.00
Genesis,Supper's Ready - Digital Remastered 2008,43.00,0.31,0.61,4.00,-9.42,0.00,0.07,0.15,0.01,0.18,0.14,88.13,1385907.00,4.00,10.00
Parquet Courts,Black And White,37.00,0.32,0.98,9.00,-4.21,1.00,0.09,0.01,0.83,0.35,0.67,174.21,182987.00,4.00,6.00
The Cadillac Three,Tabasco & Sweet Tea,54.00,0.67,0.75,7.00,-5.81,1.00,0.11,0.04,0.01,0.11,0.82,159.91,280066.00,4.00,10.00
The Big Moon,Formidable,11.00,0.40,0.65,0.00,-5.20,1.00,0.04,0.45,0.01,0.11,0.39,144.80,175800.00,4.00,6.00
DJ Chose,THICK (feat. Megan Thee Stallion) - Remix,64.00,0.88,0.75,4.00,-5.87,1.00,0.37,0.03,0.01,0.27,0.68,145.16,205296.00,4.00,5.00
Los Retros,Amtrak,33.00,0.44,0.70,7.00,-7.07,1.00,0.03,0.49,0.01,0.09,0.65,175.88,176751.00,4.00,6.00
Lewis Capaldi,Bruises - Guitar Acoustic,53.00,0.75,0.31,3.00,-6.83,1.00,0.05,0.81,0.01,0.11,0.34,100.07,226453.00,4.00,9.00
Pain,Gimme Shelter,47.00,0.52,0.89,9.00,-5.73,1.00,0.04,0.01,0.01,0.13,0.23,120.01,238317.00,4.00,8.00
Boys Night Out,Medicating,40.00,0.46,0.93,11.00,-5.19,0.00,0.07,0.01,0.01,0.71,0.78,167.13,240187.00,4.00,10.00
MANIK MC,Alchemy,46.00,0.68,0.22,3.00,-11.00,0.00,0.31,0.83,0.01,0.11,0.56,89.91,193362.00,4.00,5.00
MASTER BOOT RECORD,Virdem,34.00,0.31,0.92,11.00,-5.29,0.00,0.06,0.01,0.90,0.10,0.11,112.20,201350.00,4.00,8.00
Kelly Lee Owens,Re-Wild,43.00,0.44,0.43,6.00,-10.17,0.00,0.04,0.23,0.01,0.11,0.19,111.97,222200.00,4.00,6.00
Aviv Geffen,◊ó◊ú◊ï◊ú◊ô◊ù,16.00,0.14,0.29,4.00,-8.90,0.00,0.03,0.15,0.13,0.13,0.04,76.21,146267.00,3.00,10.00
Eyeliner,Pictures,36.00,0.62,0.49,8.00,-11.32,1.00,0.03,0.35,0.92,0.10,0.13,99.99,162000.00,4.00,6.00
Orla Gartland,Zombie!,52.00,0.53,0.74,7.00,-5.92,1.00,0.23,0.01,0.01,0.08,0.62,88.20,177091.00,4.00,6.00
$NOT,Whipski (feat. Lil Skies & Internet Money),76.00,0.84,0.55,9.00,-8.01,1.00,0.22,0.27,0.01,0.25,0.31,94.53,183983.00,4.00,5.00
Coast Contra,AF1,27.00,0.81,0.70,0.00,-6.48,1.00,0.40,0.12,0.01,0.44,0.74,147.07,133940.00,4.00,5.00
Sultan of the Disco,Waiting For Your Calling Back,18.00,0.78,0.72,9.00,-4.80,0.00,0.06,0.23,0.01,0.10,0.78,120.01,238758.00,4.00,10.00
King Gizzard & The Lizard Wizard,Automation,50.00,0.38,0.66,6.00,-7.11,0.00,0.04,0.01,0.01,0.23,0.51,91.61,209804.00,4.00,1.00
Soda State,Gold - Club Soda Mix,44.00,0.76,0.73,2.00,-4.89,0.00,0.04,0.09,0.26,0.22,0.46,121.02,245950.00,4.00,6.00
The Expendables,Bowl For Two,62.00,0.73,0.50,4.00,-6.21,0.00,0.03,0.07,0.01,0.11,0.38,138.53,283427.00,4.00,10.00
Guns N' Roses,Mama Kin,40.00,0.34,0.92,3.00,-8.52,1.00,0.09,0.01,0.58,0.94,0.67,155.12,235173.00,4.00,10.00
Roger Eno,Moss,38.00,0.21,0.01,1.00,-30.25,1.00,0.05,0.99,0.83,0.12,0.04,71.67,200210.00,3.00,6.00
The Doors,The End,61.00,0.35,0.30,0.00,-12.10,1.00,0.03,0.16,0.01,0.14,0.03,105.70,703373.00,4.00,10.00
Fear No Empire,Revolt,31.00,0.49,0.99,6.00,-2.87,1.00,0.22,0.01,0.01,0.13,0.17,160.09,154962.00,4.00,10.00
The Rolling Stones,Paint It Black,79.00,0.46,0.80,1.00,-9.27,1.00,0.09,0.05,0.01,0.40,0.61,158.69,202267.00,4.00,10.00
Iron Maiden,Run to the Hills - 2015 Remaster,70.00,0.25,0.94,0.00,-5.19,1.00,0.07,0.03,0.01,0.16,0.46,173.67,233507.00,4.00,10.00
Data,Rapture,27.00,0.54,0.88,3.00,-3.93,0.00,0.22,0.16,0.01,0.08,0.42,142.87,218373.00,4.00,6.00
